L            	HA	LA	CO	BA	FR	GM	BM
irresistible 	0,000	0,000	3,002	0,000	0,000	0,000	0,000	
irresponsible	0,000	0,000	0,000	0,000	0,000	0,000	3,813	
joy          	0,000	0,000	1,270	1,270	0,000	7,514	0,000	
joy eye      	0,000	3,752	0,000	0,000	0,000	0,000	0,000	
joyful       	0,000	0,000	0,000	0,000	0,000	5,033	0,000	
joyous       	0,000	0,000	0,000	0,000	0,000	3,020	0,000	
juvenile     	0,000	0,000	0,000	3,351	0,000	0,000	0,000	
keep focus   	3,290	0,000	0,000	0,000	0,000	0,000	0,000	
keep promise 	0,000	0,000	0,000	0,000	5,325	0,000	0,000	
keep secret  	0,000	0,000	0,000	0,000	9,870	0,000	0,000	
key line     	3,752	0,000	0,000	0,000	0,000	0,000	0,000	
kid          	0,000	0,000	0,000	1,187	0,000	0,000	0,000	
kid adult    	0,000	0,000	0,000	1,926	0,000	0,000	0,000	
kid movie    	0,000	0,000	0,000	2,679	0,000	0,000	0,000	
kill opponent	0,000	0,000	0,000	0,000	0,000	0,000	3,983	
kind         	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
kindness     	0,000	0,000	4,352	0,000	0,000	4,352	0,000	
kiss         	0,000	0,000	7,421	1,855	0,000	0,000	0,000	
kitten       	0,000	0,000	0,000	2,713	0,000	0,000	0,000	
knowledge    	1,838	0,000	0,000	0,000	0,000	0,000	0,000	
landscape    	0,000	2,392	0,000	0,000	0,000	0,000	0,000	
laugh        	0,000	0,000	0,000	0,000	0,996	9,628	0,000	
laugh hard   	0,000	0,000	0,000	0,000	0,000	4,414	0,000	
laughter     	0,000	0,000	0,000	0,000	0,000	3,656	0,000	
learn        	5,198	0,000	0,000	3,308	0,000	0,000	0,000	
learn talk   	0,000	0,000	0,000	4,349	0,000	0,000	0,000	
lesson learn 	0,000	0,000	0,000	8,191	0,000	0,000	0,000	
liar         	0,000	0,000	0,000	0,000	0,000	0,000	2,489	
lie          	0,000	0,000	0,000	0,000	0,000	0,000	3,061	
life change  	3,059	0,000	0,000	0,000	0,000	0,000	0,000	
life lesson  	4,445	0,000	0,000	2,963	8,889	0,000	0,000	
life partner 	0,000	0,000	3,983	0,000	0,000	0,000	0,000	
lift         	0,000	4,515	0,000	0,000	0,000	0,000	0,000	
light        	0,000	5,958	0,000	0,000	0,000	0,000	0,000	
light comedy 	0,000	5,282	0,000	0,000	0,000	0,000	0,000	
light note   	0,000	4,118	0,000	0,000	0,000	0,000	0,000	
light story  	0,000	5,551	0,000	0,000	0,000	0,000	0,000	
linear       	0,000	11,256	0,000	0,000	0,000	0,000	0,000	
linear storyline	0,000	6,177	0,000	0,000	0,000	0,000	0,000	
link         	2,004	0,000	0,000	0,000	0,000	0,000	0,000	
lip          	0,000	0,000	7,191	0,000	0,000	0,000	0,000	
little       	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
little gem   	0,000	0,000	0,000	3,137	0,000	0,000	0,000	
little one   	0,000	0,000	0,000	4,643	0,000	0,000	0,000	
little simple	0,000	3,983	0,000	0,000	0,000	0,000	0,000	
lonesome     	0,000	0,000	0,000	0,000	0,000	0,000	3,656	
long last    	0,000	0,000	0,000	0,000	5,325	0,000	0,000	
look eye     	0,000	0,000	7,820	0,000	0,000	0,000	0,000	
loose        	0,000	2,658	0,000	0,000	0,000	0,000	0,000	
loosen       	0,000	3,617	0,000	0,000	0,000	0,000	0,000	
loss         	0,000	0,000	0,000	0,000	0,000	0,000	4,393	
loss friend  	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
lovable      	0,000	0,000	0,000	1,972	0,000	0,000	0,000	
love         	0,000	0,000	0,719	0,719	0,000	1,678	0,000	
love life    	0,000	0,000	5,275	0,000	0,000	0,000	0,000	
love story   	0,000	0,000	7,524	0,000	0,000	0,000	0,000	
loveable     	0,000	0,000	0,000	2,948	0,000	0,000	0,000	
lovely       	0,000	0,000	1,624	1,624	0,000	10,391	0,000	
lovely heart 	0,000	0,000	4,349	0,000	0,000	0,000	0,000	
lovemaking   	0,000	0,000	3,887	0,000	0,000	0,000	0,000	
lover        	0,000	0,000	5,493	0,000	0,000	0,000	0,000	
low attention	0,000	10,296	0,000	0,000	0,000	0,000	0,000	
loyal        	0,000	0,000	0,000	0,000	11,891	0,000	0,000	
loyalty      	0,000	0,000	0,000	0,000	4,400	0,000	0,000	
lucidity     	3,983	0,000	0,000	0,000	0,000	0,000	0,000	
lucky        	0,000	0,000	0,000	0,000	0,000	3,928	0,000	
lull         	0,000	6,553	0,000	0,000	0,000	0,000	0,000	
lunatic      	0,000	0,000	0,000	0,000	0,000	0,000	4,761	
lust         	0,000	0,000	2,893	0,000	0,000	0,000	0,000	
mad          	0,000	0,000	0,000	0,000	0,000	0,000	4,538	
madness      	0,000	0,000	0,000	0,000	0,000	0,000	2,543	
magic        	0,000	0,000	0,000	10,695	0,000	0,000	0,000	
magical      	0,000	0,000	0,000	8,365	0,000	0,000	0,000	
magical atmosphere	0,000	0,000	0,000	6,524	0,000	0,000	0,000	
magical story	0,000	0,000	0,000	8,579	0,000	0,000	0,000	
magnetism    	0,000	0,000	3,550	0,000	0,000	0,000	0,000	
magnificent  	0,000	0,000	0,000	1,547	0,000	0,000	0,000	
make cry     	0,000	0,000	0,000	0,000	0,000	0,000	2,740	
make feel    	0,000	0,000	2,212	0,000	0,000	0,000	0,000	
make laugh   	0,000	0,000	0,000	0,000	2,277	7,401	0,000	
make sense   	3,701	0,000	0,000	0,000	0,000	0,000	0,000	
marriage     	0,000	0,000	7,365	0,000	0,000	0,000	0,000	
marry        	0,000	0,000	3,488	0,000	0,000	0,000	0,000	
martial art  	0,000	0,000	0,000	0,000	0,000	0,000	2,377	
marvelous    	0,000	0,000	0,000	2,184	0,000	0,000	0,000	
mate         	0,000	0,000	4,379	0,000	4,671	0,000	0,000	
mature       	1,714	0,000	0,000	0,000	0,000	0,000	0,000	
mean         	6,251	0,000	0,000	0,000	0,000	0,000	2,841	
mean word    	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
meaningful   	1,866	0,000	0,000	0,000	0,000	0,000	0,000	
meditate     	2,814	7,504	0,000	0,000	0,000	0,000	0,000	
melodramatic 	0,000	0,000	2,963	0,000	0,000	0,000	0,000	
memory       	1,203	0,000	0,000	0,000	0,000	0,000	0,000	
mental       	5,816	0,000	0,000	0,000	0,000	0,000	0,000	
message      	0,000	0,000	0,000	4,669	0,000	0,000	0,000	
message be   	0,000	0,000	0,000	2,488	0,000	0,000	0,000	
metaphor     	1,540	0,000	0,000	0,000	0,000	0,000	0,000	
metaphor life	5,107	0,000	0,000	0,000	0,000	0,000	0,000	
mind         	1,936	0,000	0,000	0,000	0,000	0,000	0,000	
mind trip    	3,656	0,000	0,000	0,000	0,000	0,000	0,000	
miserable    	0,000	0,000	0,000	0,000	0,000	0,000	3,368	
misery       	0,000	0,000	0,000	0,000	0,000	0,000	2,036	
misunderstand	5,692	0,000	0,000	0,000	0,000	0,000	0,000	
mom          	0,000	0,000	0,000	5,619	0,000	0,000	0,000	
moment hilarious	0,000	6,177	0,000	0,000	0,000	0,000	0,000	
moment truth 	0,000	0,000	3,813	0,000	5,719	0,000	0,000	
mother       	0,000	0,000	0,000	1,183	0,000	0,000	0,000	
mother love  	0,000	0,000	0,000	3,184	0,000	0,000	0,000	
movie youth  	0,000	0,000	0,000	7,775	0,000	0,000	0,000	
much heart   	0,000	0,000	0,000	5,026	0,000	0,000	0,000	
musical      	0,000	0,000	0,000	3,374	0,000	0,000	0,000	
mutual       	0,000	0,000	0,000	0,000	5,085	0,000	0,000	
mysterious   	6,351	0,000	0,000	2,309	0,000	0,000	0,000	
mystery      	3,012	0,000	0,000	0,000	0,000	0,000	0,000	
mystical     	0,000	0,000	0,000	7,382	0,000	0,000	0,000	
mythical     	0,000	0,000	0,000	2,310	0,000	0,000	0,000	
narration    	1,933	0,000	0,000	0,000	0,000	0,000	0,000	
nice chemistry	0,000	0,000	2,814	0,000	0,000	0,000	0,000	
night        	0,000	1,436	0,000	0,000	0,000	0,000	0,000	
nightmare    	0,000	0,000	0,000	0,000	0,000	0,000	2,774	
nocturnal    	0,000	0,000	0,000	0,000	0,000	0,000	3,521	
nostalgia childhood	0,000	0,000	0,000	3,887	0,000	0,000	0,000	
obstacle     	2,938	0,000	0,000	0,000	0,000	0,000	0,000	
obvious      	0,000	8,565	0,000	0,000	0,000	0,000	0,000	
offend       	0,000	0,000	0,000	0,000	0,000	0,000	9,108	
old friend   	0,000	0,000	0,000	0,000	4,520	0,000	0,000	
onslaught    	0,000	0,000	0,000	0,000	0,000	0,000	3,494	
oppose       	0,000	0,000	0,000	0,000	0,000	0,000	5,144	
optimism     	0,000	0,000	0,000	0,000	0,000	6,409	0,000	
original     	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
original set 	3,752	0,000	0,000	0,000	0,000	0,000	0,000	
outrage      	0,000	0,000	0,000	0,000	0,000	0,000	7,110	
overcome     	0,000	0,000	0,000	0,000	3,203	0,000	0,000	
pain         	0,000	0,000	0,000	0,000	0,000	0,000	11,015	
pair         	0,000	0,000	2,521	0,000	0,000	0,000	0,000	
parallel     	1,935	0,000	0,000	0,000	0,000	0,000	0,000	
partner      	0,000	0,000	6,574	0,000	0,000	0,000	0,000	
party        	0,000	0,000	0,000	0,000	4,607	0,000	0,000	
passion      	0,000	0,000	8,169	0,000	0,000	0,000	0,000	
passion chemistry	0,000	0,000	4,118	0,000	0,000	0,000	0,000	
passion desire	0,000	0,000	3,089	0,000	0,000	0,000	0,000	
passionate   	0,000	0,000	2,457	0,000	0,000	0,000	0,000	
patience     	0,000	0,000	0,000	0,000	5,454	0,000	0,000	
pay attention	10,281	0,000	0,000	0,000	0,000	0,000	0,000	
peace        	0,000	3,578	0,000	0,000	0,000	6,799	0,000	
peaceful     	0,000	10,335	0,000	0,000	0,000	0,000	0,000	
peaceful set 	0,000	0,000	0,000	0,000	0,000	6,524	0,000	
perceive     	2,170	0,000	0,000	0,000	0,000	0,000	0,000	
perfect date 	0,000	0,000	3,319	0,000	0,000	0,000	0,000	
perfect match	0,000	0,000	3,103	0,000	0,000	0,000	0,000	
perplex      	3,752	0,000	0,000	0,000	0,000	0,000	0,000	
personality  	0,000	0,000	0,000	0,000	1,663	0,000	0,000	
philosophy life	3,701	0,000	0,000	0,000	0,000	0,000	0,000	
physical attraction	0,000	0,000	3,617	0,000	0,000	0,000	0,000	
picture love 	0,000	0,000	3,656	0,000	0,000	0,000	0,000	
pique        	0,000	0,000	0,000	0,000	0,000	0,000	5,170	
piss         	0,000	0,000	0,000	0,000	0,000	0,000	3,447	
plain        	0,000	12,473	0,000	0,000	0,000	0,000	0,000	
plain simple 	0,000	11,565	0,000	0,000	0,000	0,000	0,000	
play         	0,000	0,000	0,000	2,735	0,000	0,000	0,000	
pleasant     	0,000	9,736	0,000	0,000	0,000	2,434	0,000	
pleasant dream	0,000	5,975	0,000	0,000	0,000	0,000	0,000	
pleasant movie	0,000	5,425	0,000	0,000	0,000	0,000	0,000	
please       	0,000	0,000	0,000	0,000	0,000	3,538	0,000	
pleasure     	0,000	0,000	0,000	0,000	0,000	9,351	0,000	
plot twist   	4,105	0,000	0,000	0,000	0,000	0,000	0,000	
poetry       	5,220	0,000	0,000	0,000	0,000	0,000	0,000	
poignant     	0,000	0,000	2,186	0,000	0,000	0,000	0,000	
point        	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
popcorn      	0,000	0,000	0,000	3,212	0,000	0,000	0,000	
positive     	0,000	0,000	0,000	0,000	0,000	2,233	0,000	
powerful     	0,000	0,000	0,999	0,000	0,000	0,000	0,000	
powerful film	2,600	0,000	0,000	0,000	0,000	0,000	0,000	
powerful movie	0,000	0,000	3,990	0,000	0,000	0,000	0,000	
praise       	0,000	0,000	0,000	0,000	0,000	2,279	0,000	
predictable  	0,000	6,426	0,000	0,000	0,000	0,000	0,000	
pregnancy    	0,000	0,000	0,000	3,447	0,000	0,000	0,000	
princess     	0,000	0,000	0,000	2,679	0,000	0,000	0,000	
private      	0,000	0,000	2,266	0,000	0,000	0,000	0,000	
profound     	7,886	0,000	7,086	0,000	0,000	0,000	0,000	
profound love	0,000	0,000	7,207	0,000	0,000	0,000	0,000	
progress     	1,933	0,000	0,000	0,000	0,000	0,000	0,000	
promise      	0,000	0,000	2,289	0,000	0,000	0,000	0,000	
prosperous   	0,000	0,000	0,000	0,000	0,000	5,719	0,000	
proud        	0,000	0,000	0,000	1,747	0,000	3,493	0,000	
provoke      	1,297	0,000	0,000	0,000	0,000	0,000	4,323	
psycho       	0,000	0,000	0,000	0,000	0,000	0,000	2,722	
psychological	4,383	0,000	0,000	0,000	0,000	0,000	3,287	
psychological thriller	0,000	0,000	0,000	0,000	0,000	0,000	7,791	
psychology   	4,207	0,000	2,804	0,000	0,000	0,000	0,000	
punch face   	0,000	0,000	0,000	0,000	0,000	0,000	5,551	
punish       	0,000	0,000	0,000	0,000	0,000	0,000	7,618	
pure         	0,000	0,000	2,011	0,000	0,000	0,000	0,000	
pure poetry  	0,000	3,813	0,000	0,000	0,000	0,000	0,000	
put heart    	0,000	0,000	3,263	0,000	0,000	0,000	0,000	
puzzle       	8,065	0,000	0,000	0,000	0,000	0,000	0,000	
quiet        	0,000	8,356	0,000	0,000	0,000	0,000	0,000	
rage         	0,000	0,000	0,000	0,000	0,000	0,000	10,028	
raging       	0,000	0,000	0,000	0,000	0,000	0,000	9,745	
rational     	1,887	0,000	0,000	0,000	0,000	0,000	0,000	
raw          	0,000	0,000	0,000	0,000	0,000	0,000	1,406	
raw violent  	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
rawness      	0,000	0,000	0,000	0,000	0,000	0,000	3,405	
real         	1,049	0,000	1,398	0,000	1,887	0,000	0,000	
real feeling 	0,000	0,000	3,319	0,000	0,000	0,000	0,000	
real joy     	0,000	0,000	0,000	0,000	0,000	3,425	0,000	
real life    	1,606	0,000	0,000	0,000	0,000	0,000	0,000	
real romance 	0,000	0,000	3,983	0,000	0,000	0,000	0,000	
real tension 	0,000	0,000	0,000	0,000	0,000	0,000	5,831	
realism      	0,000	0,000	0,000	0,000	0,000	0,000	2,212	
realism be   	0,000	0,000	0,000	0,000	0,000	0,000	4,520	
realize      	1,463	0,000	0,000	0,000	0,000	0,000	0,000	
refine       	3,263	0,000	0,000	0,000	0,000	0,000	0,000	
reflect      	0,000	0,000	0,000	0,000	2,289	0,000	0,000	
reflect life 	5,079	0,000	0,000	0,000	0,000	0,000	0,000	
regret       	0,000	0,000	0,000	0,000	0,000	0,000	4,110	
relationship 	0,000	0,000	4,605	0,000	0,000	0,000	0,000	
relax        	0,000	12,286	0,000	0,000	0,000	6,079	0,000	
relax movie  	0,000	6,524	0,000	0,000	0,000	0,000	0,000	
relaxation   	0,000	5,831	0,000	0,000	0,000	0,000	0,000	
relentless   	0,000	0,000	0,000	0,000	0,000	0,000	2,876	
reliable     	0,000	0,000	0,000	0,000	10,075	0,000	0,000	
reliance     	0,000	0,000	0,000	0,000	8,674	0,000	0,000	
rely         	0,000	0,000	2,501	0,000	10,254	0,000	0,000	
remember youth	0,000	0,000	0,000	6,524	0,000	0,000	0,000	
resentment   	0,000	0,000	0,000	0,000	0,000	0,000	8,617	
respect      	0,000	0,000	0,000	0,000	3,951	0,000	0,000	
rest         	0,000	4,100	0,000	0,000	0,000	0,000	0,000	
rest life    	0,000	0,000	2,948	0,000	0,000	0,000	0,000	
revenge      	0,000	0,000	0,000	0,000	0,000	0,000	6,092	
riddle       	3,386	0,000	0,000	0,000	0,000	0,000	0,000	
right heart  	0,000	0,000	3,550	0,000	0,000	0,000	0,000	
romance      	0,000	0,000	9,174	0,000	0,000	0,000	0,000	
romance passion	0,000	0,000	5,831	0,000	0,000	0,000	0,000	
romantic     	0,000	0,000	10,806	0,000	0,000	0,000	0,000	
romantic attraction	0,000	0,000	6,177	0,000	0,000	0,000	0,000	
romantic couple	0,000	0,000	8,579	0,000	0,000	0,000	0,000	
romantic feel	0,000	0,000	2,987	0,000	0,000	0,000	0,000	
romantic instinct	0,000	0,000	6,524	0,000	0,000	0,000	0,000	
romantic movie	0,000	0,000	8,771	0,000	0,000	0,000	0,000	
romantic set 	0,000	0,000	8,237	0,000	0,000	0,000	0,000	
romantic story	0,000	0,000	9,957	0,000	0,000	0,000	0,000	
romanticism  	0,000	0,000	3,447	0,000	0,000	0,000	0,000	
rude         	0,000	0,000	0,000	0,000	0,000	0,000	7,522	
sad          	0,000	0,000	0,000	0,000	0,000	0,000	1,257	
sarcastic    	4,212	0,000	0,000	0,000	0,000	0,000	0,000	
satirical    	2,160	0,000	0,000	0,000	0,000	0,000	0,000	
scare        	0,000	0,000	0,000	0,000	0,000	0,000	2,257	
scared       	0,000	0,000	0,000	0,000	0,000	0,000	2,821	
school       	0,000	0,000	0,000	5,718	0,000	0,000	0,000	
science fiction	2,137	0,000	0,000	3,206	0,000	0,000	0,000	
script       	1,247	0,000	0,000	0,000	0,000	0,000	0,000	
seductive    	0,000	0,000	7,133	0,000	0,000	0,000	0,000	
seductive ease	0,000	0,000	4,349	0,000	0,000	0,000	0,000	
see engage   	3,262	0,000	0,000	0,000	0,000	0,000	0,000	
see little   	0,000	0,000	0,000	3,066	0,000	0,000	0,000	
see red      	0,000	0,000	0,000	0,000	0,000	0,000	3,983	
selfish      	0,000	0,000	0,000	0,000	0,000	0,000	9,059	
sense justice	0,000	0,000	0,000	0,000	0,000	0,000	5,052	
senseless    	2,513	0,000	0,000	0,000	0,000	0,000	0,000	
sensibility  	0,000	0,000	2,063	0,000	0,000	0,000	0,000	
sensitive    	0,000	1,790	0,000	1,790	0,000	0,000	0,000	
sensitive child	0,000	0,000	0,000	5,831	0,000	0,000	0,000	
sensual      	0,000	0,000	5,829	0,000	0,000	0,000	0,000	
sentimental  	0,000	0,000	9,024	0,000	0,000	0,000	0,000	
sentimental nostalgic	0,000	0,000	6,524	0,000	0,000	0,000	0,000	
sex          	0,000	0,000	2,260	0,000	0,000	0,000	0,000	
sexual       	0,000	0,000	2,437	0,000	0,000	0,000	0,000	
sexuality    	0,000	0,000	4,090	0,000	0,000	0,000	0,000	
sexy         	0,000	0,000	6,842	0,000	0,000	0,000	0,000	
shameful     	0,000	0,000	0,000	0,000	0,000	0,000	2,776	
share        	0,000	0,000	0,000	0,000	9,110	0,000	0,000	
share interest	0,000	0,000	0,000	0,000	6,177	0,000	0,000	
sharpen      	2,663	0,000	0,000	0,000	0,000	0,000	0,000	
shine        	0,000	0,000	0,000	0,000	0,000	3,391	0,000	
shock        	3,442	0,000	0,000	0,000	0,000	0,000	3,442	
shocking     	0,000	0,000	0,000	0,000	0,000	0,000	2,376	
shocking scene	0,000	0,000	0,000	0,000	0,000	0,000	5,079	
shoot head   	0,000	0,000	0,000	0,000	0,000	0,000	5,484	
short movie  	0,000	10,340	0,000	0,000	0,000	0,000	0,000	
shoulder     	0,000	0,000	0,000	0,000	2,003	0,000	0,000	
silence      	0,000	1,791	0,000	0,000	0,000	0,000	0,000	
silent       	0,000	1,930	0,000	0,000	0,000	0,000	0,000	
silly        	0,000	0,000	0,000	0,000	0,000	0,000	4,304	
simple       	0,000	11,791	0,000	0,000	0,000	0,000	0,000	
simple easy  	0,000	10,483	0,000	0,000	0,000	0,000	0,000	
simple entertaining	0,000	4,349	0,000	0,000	0,000	0,000	0,000	
simple humor 	0,000	0,000	0,000	4,118	0,000	0,000	0,000	
simple light 	0,000	4,349	0,000	0,000	0,000	0,000	0,000	
simple plot  	0,000	10,706	0,000	0,000	0,000	0,000	0,000	
sincere      	0,000	0,000	0,000	0,000	8,326	2,686	0,000	
sit laugh    	0,000	0,000	0,000	0,000	0,000	9,532	0,000	
skill        	1,636	0,000	0,000	0,000	0,000	0,000	0,000	
slack        	0,000	3,752	0,000	0,000	0,000	0,000	0,000	
sleep        	0,000	3,930	0,000	0,000	0,000	0,000	0,000	
slow         	1,644	1,644	0,000	0,000	0,000	0,000	0,000	
slow pace    	0,000	4,568	0,000	0,000	0,000	0,000	0,000	
smart        	3,910	0,000	0,000	0,000	0,000	0,000	0,000	
smile        	0,000	0,000	0,000	5,997	0,000	3,271	0,000	
smooth       	0,000	7,232	0,000	0,000	0,000	0,000	0,000	
snack        	0,000	0,000	0,000	2,526	0,000	0,000	0,000	
soft         	0,000	11,281	0,000	0,000	0,000	0,000	0,000	
solidarity   	0,000	0,000	0,000	0,000	3,582	0,000	0,000	
solve        	7,438	0,000	0,000	0,000	0,000	0,000	0,000	
something laugh	0,000	0,000	0,000	0,000	0,000	6,177	0,000	
something learn	0,000	0,000	0,000	2,713	0,000	0,000	0,000	
something miss	3,319	0,000	0,000	0,000	0,000	0,000	0,000	
something new	2,407	0,000	0,000	0,000	0,000	0,000	0,000	
son          	0,000	0,000	0,000	1,341	0,000	0,000	0,000	
soothing     	0,000	7,338	0,000	0,000	0,000	0,000	0,000	
soothing voice	0,000	6,524	0,000	0,000	0,000	0,000	0,000	
sophisticated	4,344	0,000	0,000	0,000	0,000	0,000	0,000	
sorrow       	0,000	0,000	0,000	0,000	0,000	0,000	5,475	
soul         	4,243	0,000	0,000	0,000	0,000	0,000	0,000	
soul mate    	0,000	0,000	6,608	0,000	0,000	0,000	0,000	
soulmate     	0,000	0,000	3,425	0,000	0,000	0,000	0,000	
soundtrack   	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
space        	0,000	0,000	0,000	2,187	0,000	0,000	0,000	
special      	1,027	0,000	0,000	0,000	0,000	0,000	0,000	
special effect	0,000	0,000	0,000	2,344	0,000	0,000	0,000	
spectacular  	0,000	0,000	0,000	0,000	0,000	1,944	0,000	
spectacular be	0,000	0,000	0,000	0,000	0,000	3,020	0,000	
speedy       	0,000	9,262	0,000	0,000	0,000	0,000	0,000	
spend hour   	0,000	8,420	0,000	0,000	0,000	0,000	0,000	
spirit friend	0,000	0,000	0,000	0,000	6,177	0,000	0,000	
spite        	0,000	0,000	0,000	0,000	0,000	0,000	3,807	
splendid     	0,000	0,000	0,000	2,480	0,000	0,000	0,000	
stay         	0,000	1,945	0,000	0,000	0,000	0,000	0,000	
stay focus   	3,617	0,000	0,000	0,000	0,000	0,000	0,000	
steep        	3,216	0,000	0,000	0,000	0,000	0,000	0,000	
stimulate    	0,000	0,000	0,000	2,074	0,000	0,000	0,000	
stop laugh   	0,000	0,000	0,000	0,000	4,935	3,290	0,000	
story complex	3,425	0,000	0,000	0,000	0,000	0,000	0,000	
storyline    	1,393	0,000	0,000	0,000	0,000	0,000	0,000	
storyline complex	6,524	0,000	0,000	0,000	0,000	0,000	0,000	
straight forward	0,000	6,177	0,000	0,000	0,000	0,000	0,000	
strategy     	2,396	0,000	0,000	0,000	0,000	0,000	0,000	
strength     	0,000	0,000	0,000	0,000	0,000	0,000	6,267	
struggle     	0,000	0,000	0,000	0,000	0,000	0,000	5,120	
student      	0,000	0,000	0,000	2,330	0,000	0,000	0,000	
study        	0,000	0,000	0,000	1,605	0,000	0,000	0,000	
subtle       	3,438	0,000	0,000	0,000	0,000	0,000	0,000	
succeed      	0,000	0,000	0,000	0,000	0,000	2,086	0,000	
success      	0,000	0,000	0,000	0,000	0,000	1,483	0,000	
superhero    	0,000	0,000	0,000	5,128	2,959	0,000	0,000	
superhero fan	0,000	0,000	0,000	5,425	0,000	0,000	0,000	
supernatural 	0,000	0,000	0,000	4,107	0,000	0,000	0,000	
support      	0,000	0,000	0,000	0,000	1,708	2,989	0,000	
supporter    	0,000	0,000	0,000	0,000	2,457	0,000	0,000	
surprise     	1,061	0,000	0,000	0,000	0,000	0,000	0,000	
surprising ending	3,494	0,000	0,000	0,000	0,000	0,000	0,000	
surreal      	1,764	0,000	0,000	0,000	0,000	0,000	0,000	
surreal trip 	0,000	0,000	0,000	6,177	0,000	0,000	0,000	
suspense     	1,332	0,000	0,000	0,000	0,000	0,000	0,000	
sweet        	0,000	0,000	2,026	3,546	0,000	10,537	0,000	
sweet delicate	0,000	0,000	6,524	0,000	0,000	0,000	0,000	
sweet heart  	0,000	0,000	0,000	4,118	0,000	0,000	0,000	
sweet right  	0,000	0,000	6,177	0,000	0,000	0,000	0,000	
sweetheart   	0,000	0,000	0,000	3,045	0,000	0,000	0,000	
symbolism    	1,950	0,000	0,000	0,000	0,000	0,000	0,000	
sympathetic  	0,000	0,000	0,000	0,000	2,341	0,000	0,000	
sympathy     	0,000	0,000	0,000	0,000	0,000	0,000	2,604	
take break   	0,000	5,894	0,000	0,000	0,000	0,000	0,000	
take breath  	0,000	0,000	5,006	0,000	0,000	0,000	0,000	
take easy    	0,000	6,810	0,000	0,000	0,000	0,000	0,000	
tale         	0,000	0,000	0,000	3,712	0,000	0,000	0,000	
teach        	1,396	0,000	0,000	0,000	0,000	0,000	0,000	
teach value  	0,000	0,000	0,000	3,550	0,000	0,000	0,000	
teddy        	0,000	0,000	0,000	2,814	0,000	0,000	0,000	
teddy bear   	0,000	0,000	0,000	3,887	0,000	0,000	0,000	
teen         	0,000	1,865	0,000	2,487	1,492	6,217	0,000	
teen life    	0,000	0,000	0,000	5,484	0,000	0,000	0,000	
teenage      	0,000	0,000	0,000	3,463	0,000	0,000	0,000	
tell truth   	0,000	0,000	0,000	0,000	4,400	0,000	0,000	
tender       	0,000	5,547	3,698	4,314	4,314	5,547	0,000	
tender heart 	0,000	0,000	0,000	5,425	0,000	0,000	0,000	
tense        	1,822	0,000	0,000	0,000	0,000	0,000	0,000	
terrible     	0,000	0,000	0,000	0,000	0,000	0,000	2,705	
theatrical   	1,695	0,000	0,000	0,000	0,000	0,000	0,000	
theatrical performance	3,887	0,000	0,000	0,000	0,000	0,000	0,000	
thief        	0,000	0,000	0,000	0,000	0,000	0,000	5,921	
think hard   	3,521	0,000	0,000	0,000	0,000	0,000	0,000	
thrilling    	1,662	0,000	0,000	0,000	0,000	0,000	2,215	
time fly     	0,000	3,447	0,000	0,000	0,000	0,000	0,000	
time life    	0,000	0,000	0,000	2,801	0,000	0,000	0,000	
time shine   	0,000	0,000	0,000	0,000	0,000	3,582	0,000	
tire         	0,000	3,930	0,000	0,000	0,000	0,000	0,000	
touch        	0,000	0,000	5,521	0,000	1,781	0,000	0,000	
touch heart  	0,000	0,000	10,245	0,000	0,000	0,000	0,000	
touch soul   	3,319	0,000	0,000	0,000	0,000	0,000	0,000	
touch story  	0,000	0,000	3,216	0,000	0,000	0,000	0,000	
tough        	0,000	0,000	0,000	0,000	0,000	0,000	5,591	
toy          	0,000	0,000	0,000	3,531	0,000	0,000	0,000	
treasure     	0,000	0,000	0,000	2,464	0,000	0,000	0,000	
triumph      	0,000	0,000	0,000	0,000	4,411	1,654	0,000	
true feeling 	0,000	0,000	3,494	0,000	10,483	0,000	0,000	
true friend  	0,000	0,000	0,000	0,000	10,409	0,000	0,000	
true friendship	0,000	0,000	0,000	0,000	5,138	0,000	0,000	
true love    	0,000	0,000	9,546	0,000	0,000	0,000	0,000	
trust        	0,000	0,000	5,917	0,000	12,899	0,000	0,000	
trustworthy  	0,000	0,000	0,000	0,000	3,582	0,000	0,000	
truth        	0,000	0,000	0,000	0,000	2,022	0,000	0,000	
twist        	1,268	0,000	0,000	0,000	0,000	0,000	0,000	
understand   	5,091	0,000	0,000	0,000	5,359	0,000	0,000	
understand movie	4,321	0,000	0,000	0,000	0,000	0,000	0,000	
understanding	0,000	0,000	0,000	0,000	2,320	0,000	0,000	
unhappy      	0,000	0,000	0,000	0,000	0,000	0,000	3,216	
unique       	0,000	0,000	0,000	0,000	1,350	0,000	0,000	
unity        	0,000	0,000	0,000	0,000	3,146	0,000	0,000	
unpredictable	5,137	0,000	0,000	0,000	0,000	0,000	0,000	
unpredictable exciting	6,524	0,000	0,000	0,000	0,000	0,000	0,000	
