L            	HA	LA	CO	BA	FR	GM	BM
base book    	0,00000000000	0,00000000000	0,00000242822	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
base comic   	0,00000000000	0,00001043308	0,00000000000	0,00000000000	0,00000457689	0,00000000000	0,00000208757	
base novel   	0,00000000000	0,00000000000	0,00000000000	0,00000135324	0,00000000000	0,00000000000	0,00000103668	
base real    	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000130250	
base true    	0,00000000000	0,00000000000	0,00000057977	0,00000000000	0,00000000000	0,00000000000	0,00000042807	
batman movie 	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000470582	0,00000207859	0,00000000000	
battle be    	0,00000000000	0,00000427873	0,00000000000	0,00000000000	0,00000375408	0,00000248730	0,00000085614	
battle scene 	0,00000000000	0,00000000000	0,00000119767	0,00000038477	0,00000000000	0,00000000000	0,00000324239	
battle sequence	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000277077	
be ability   	0,00000000000	0,00000000000	0,00000000000	0,00000248657	0,00000000000	0,00000000000	0,00000000000	
be able      	0,00000044120	0,00000068062	0,00000046112	0,00000097774	0,00000089575	0,00000046160	0,00000040856	
be above     	0,00000342851	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000204972	0,00000000000	
be absolute  	0,00000000000	0,00000000000	0,00000000000	0,00000143112	0,00000000000	0,00000053086	0,00000000000	
be absorb    	0,00001089056	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
be accurate  	0,00000068003	0,00000209811	0,00000000000	0,00000000000	0,00000184084	0,00000040656	0,00000083963	
be act       	0,00000081875	0,00000000000	0,00000171143	0,00000000000	0,00000110817	0,00000073423	0,00000075817	
be action    	0,00000000000	0,00000157358	0,00000085289	0,00000000000	0,00000069032	0,00000060983	0,00000125944	
be actor     	0,00000000000	0,00000000000	0,00000159999	0,00000000000	0,00000000000	0,00000114403	0,00000000000	
be actual    	0,00000000000	0,00000000000	0,00000000000	0,00000265234	0,00000000000	0,00000000000	0,00000203190	
be add       	0,00000000000	0,00000350974	0,00000000000	0,00000183342	0,00000000000	0,00000068009	0,00000000000	
be adorable  	0,00000000000	0,00000000000	0,00000000000	0,00001790332	0,00000000000	0,00000590319	0,00000000000	
be adult     	0,00000000000	0,00000000000	0,00000171999	0,00000497315	0,00000000000	0,00000000000	0,00000000000	
be affect    	0,00000000000	0,00000000000	0,00000245712	0,00000236816	0,00000000000	0,00000000000	0,00000000000	
be afraid    	0,00000000000	0,00000917608	0,00000124336	0,00000119835	0,00000000000	0,00000177807	0,00000091803	
be age       	0,00000000000	0,00000000000	0,00000000000	0,00000481272	0,00000269446	0,00000000000	0,00000000000	
be alive     	0,00000000000	0,00000000000	0,00000093393	0,00000000000	0,00000000000	0,00000066778	0,00000137912	
be amaze     	0,00000122204	0,00000000000	0,00000102177	0,00000098478	0,00000000000	0,00000073059	0,00000000000	
be amazing   	0,00000123057	0,00000094917	0,00000020578	0,00000044624	0,00000049967	0,00000025749	0,00000037984	
be american  	0,00000000000	0,00000746681	0,00000000000	0,00000097513	0,00000000000	0,00000072343	0,00000000000	
be amusing   	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000170466	0,00000075296	0,00000077751	
be animated  	0,00000000000	0,00000000000	0,00000000000	0,00003251672	0,00000000000	0,00000141904	0,00000000000	
be answer    	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000204972	0,00000211656	
be anyone    	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000417641	0,00000000000	0,00000000000	
be anything  	0,00000000000	0,00000435208	0,00000000000	0,00000000000	0,00000000000	0,00000084331	0,00000000000	
be appreciate	0,00000507231	0,00000000000	0,00000282737	0,00000136251	0,00000228844	0,00000000000	0,00000104378	
be appropriate	0,00000147816	0,00000000000	0,00000000000	0,00000238234	0,00000000000	0,00000088371	0,00000000000	
be art       	0,00000000000	0,00000000000	0,00000208483	0,00000000000	0,00000000000	0,00000000000	0,00000153932	
be artistic  	0,00000000000	0,00000952018	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
be ask       	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000254448	0,00000000000	
be astonishing	0,00000177592	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000106172	0,00000000000	
be astounding	0,00000442785	0,00000000000	0,00000000000	0,00000089204	0,00000000000	0,00000000000	0,00000068337	
be available 	0,00000000000	0,00000000000	0,00000463817	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
be average   	0,00000000000	0,00000000000	0,00000910581	0,00000292538	0,00000000000	0,00000000000	0,00000448213	
be award     	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000272130	
be aware     	0,00000133434	0,00000000000	0,00000000000	0,00000107527	0,00000000000	0,00000000000	0,00000082374	
be awe       	0,00000000000	0,00000000000	0,00000179477	0,00000172979	0,00000000000	0,00000128330	0,00000000000	
be awesome   	0,00000133023	0,00000117262	0,00000047667	0,00000076569	0,00000000000	0,00000022722	0,00000011732	
be bad       	0,00000000000	0,00000000000	0,00000000000	0,00000068595	0,00000115211	0,00000101779	0,00000998434	
be base      	0,00000051428	0,00000079335	0,00000021500	0,00000041443	0,00000069607	0,00000000000	0,00000015874	
be battle    	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00002031901	
be be        	0,00000071165	0,00000260733	0,00000107848	0,00000129033	0,00000132441	0,00000135614	0,00000093358	
be bear      	0,00000000000	0,00000000000	0,00000101176	0,00000048756	0,00000000000	0,00000000000	0,00000037351	
be beat      	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000245966	0,00000000000	
be beautiful 	0,00000057649	0,00000071146	0,00000038561	0,00000055748	0,00000031211	0,00000041358	0,00000007118	
be beauty    	0,00000000000	0,00000793349	0,00000214998	0,00000000000	0,00000000000	0,00000000000	0,00000158742	
be become    	0,00000000000	0,00000000000	0,00000000000	0,00000096099	0,00000000000	0,00000071295	0,00000073620	
be beginning 	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000162120	
be believable	0,00000000000	0,00000096407	0,00000000000	0,00000000000	0,00000000000	0,00000018681	0,00000057871	
be believe   	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00002066678	0,00000000000	0,00000000000	
be best      	0,00000012697	0,00000032645	0,00000021233	0,00000136426	0,00000555661	0,00000017712	0,00000130641	
be better    	0,00000014790	0,00000091266	0,00000012367	0,00000047675	0,00000020019	0,00000035370	0,00000036523	
be big       	0,00000025767	0,00000000000	0,00000021545	0,00000166118	0,00000034876	0,00000061620	0,00000015907	
be bigger    	0,00000000000	0,00001153962	0,00000000000	0,00000000000	0,00000000000	0,00000223606	0,00000000000	
be biggest   	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000117127	0,00000000000	
be bind      	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000303739	0,00000134163	0,00000138539	
be bit       	0,00000086920	0,00000089391	0,00000048450	0,00000093392	0,00000117645	0,00000103929	0,00000035773	
be black     	0,00000000000	0,00000000000	0,00000141369	0,00000000000	0,00000228844	0,00000000000	0,00000000000	
be blu       	0,00000000000	0,00000000000	0,00000308057	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
be bold      	0,00000000000	0,00000875419	0,00000000000	0,00000000000	0,00000384038	0,00000169632	0,00000350328	
be book      	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000204972	0,00000000000	
